amenity,denomination,name,religion,id,lon,lat
place_of_worship,anglican,Saint Luke's,christian,60447853,151.0970444,-33.6740323
place_of_worship,baptist,Hornsby Heights Baptist Church,christian,60573238,151.0981599,-33.6762645
place_of_worship,uniting,Burwood Heights Uniting Church,christian,78422041,145.1522508,-37.853195
place_of_worship,catholic,Our Lady Queen of Peace,christian,82477054,150.9517803,-33.8188172
place_of_worship,catholic,St Brigid's,christian,83227148,153.010694,-27.4575404
place_of_worship,baptist,Windsor Road Baptist Church,christian,83234727,153.0068729,-27.4537701
place_of_worship,anglican,Anglican Church,christian,98602131,147.2970337,-42.8548976
place_of_worship,assemblies_of_god,Italian Pentecostal Church,christian,104465813,145.1489293,-37.8714938
place_of_worship,roman_catholic,St Christophers Catholic Church,christian,106652934,145.1491763,-37.8704911
place_of_worship,anglican,Anglican Church of the Ascension,christian,106657674,145.1508405,-37.8570517
place_of_worship,seventh_day_adventist,The Oasis,christian,106681865,145.2852102,-37.7894047
place_of_worship,anglican,St Matthews Anglican Church,christian,107152431,145.178557,-37.9104755
place_of_worship,assemblies_of_god,Faith! Christian Church,christian,132979502,145.2095102,-37.9496845
place_of_worship,catholic,Saint Augustine's Catholic Church,christian,145200030,144.9548536,-37.8170791
place_of_worship,anglican,Christ Church Dingley,christian,145258324,145.1189555,-37.9729168
place_of_worship,christ_scientist,"First Church of Christ, Scientist, Ringwood",christian,149820672,145.2296929,-37.8164582
place_of_worship,christadelphian,Brisbane Christadelphian,christian,156569110,153.03317,-27.423957
place_of_worship,catholic,Saint Carthage's,christian,158176405,153.024974,-27.4176861
place_of_worship,catholic,St John's Catholic Church,christian,159101229,147.4410972,-42.7317935
place_of_worship,anglican,St Luke's Anglican Church,christian,159104996,147.4389576,-42.7384271
place_of_worship,anglican,St Marys,christian,168424970,151.1914975,-33.8574842
place_of_worship,anglican,St Peters,christian,184320074,150.9190679,-31.1102158
place_of_worship,anglican,All Saints Duri,christian,184338907,150.8167882,-31.2151321
place_of_worship,lutheran,Redeemer Lutheran Church,christian,191839331,145.1546216,-37.8628638
place_of_worship,anglican,Anglican Church of Australia,christian,196196656,144.9491655,-37.7468264
place_of_worship,anglican,The Anglican Parish of Saint Philip,christian,202048629,145.124721,-37.8948562
place_of_worship,roman_catholic,Christ Our Holy Redeemer Parish,christian,204089744,145.1059069,-37.8962041
place_of_worship,catholic,Sacred Heart Catholic Church,christian,205751210,152.8882491,-27.376038
place_of_worship,anglican,Saint Pauls Anglican Church,christian,205852625,152.8887974,-27.3677881
place_of_worship,catholic,St Mary's Catholic Church,christian,208535676,151.1023885,-33.8678052
place_of_worship,Christian Brethren Fellowships in Victoria,Oakleigh Christian Fellowship,christian,213819114,145.106851,-37.8894984
place_of_worship,uniting,St. Johns Mount Waverley,christian,213847858,145.1258073,-37.8777653
place_of_worship,uniting,St Luke's Uniting Church Mount Waverley,christian,235945555,145.1234297,-37.864045
place_of_worship,anglican,St Stephen's Anglican Church,christian,236325634,145.125215,-37.8692149
place_of_worship,presbyterian,Wilston Presbyterian Church,christian,237401080,153.0195275,-27.4340016
place_of_worship,anglican,St Albans Anglican Church,christian,237411769,153.0159484,-27.4294994
place_of_worship,catholic,Mater Dei Catholic Church,christian,240379510,152.9736836,-27.4491327
place_of_worship,anglican,St John's,christian,240434453,150.6971242,-34.0566679
place_of_worship,evangelical,Lynwood Christian Church,christian,241518213,115.930239,-32.0289853
place_of_worship,assemblies_of_god,Monash Christian Church,christian,243078696,145.1557377,-37.9082183
place_of_worship,uniting,St. Andrews,christian,243698214,150.6249152,-33.7663023
place_of_worship,anglican,St Thomas,christian,244128707,151.1705213,-33.8636459
place_of_worship,anglican,St John Chrysostum,christian,244220852,144.9439368,-37.7650582
place_of_worship,pentecostal,Italian Pentecostal Church,christian,244879186,144.9451071,-37.7651427
place_of_worship,anglican,LMAP Mt Riverview,christian,246699568,150.6303625,-33.7321996
place_of_worship,catholic,Saint Finbars Catholic Church,christian,246699597,150.6183543,-33.7609856
place_of_worship,brethren,Glen Hill Community Church,christian,247151291,145.1725993,-37.875226
place_of_worship,Uniting_Church_of_Australia,Glen Waverley Uniting Church,christian,247151857,145.1628724,-37.882193
place_of_worship,baptist,Bowen Baptist,christian,247163995,148.236564,-19.9892792
place_of_worship,anglican,St John,christian,247175999,151.1795163,-33.852589
place_of_worship,salvation_army,Bowen Corps,christian,247180914,148.2432202,-20.0109655
place_of_worship,baptist,Flinders Street Baptist Church,christian,247966121,138.6033359,-34.9272358
place_of_worship,catholic,St. Francis Xavier Cathedral,christian,247966123,138.6014684,-34.9288434
place_of_worship,catholic,St Monica's,christian,249508818,149.0621347,-35.2137529
place_of_worship,baptist,North Belconnen Baptist Church,christian,249518722,149.0617651,-35.2104557
place_of_worship,anglican,St Paul's Ginninderra Anglican Church,christian,249555533,149.0658442,-35.1986462
place_of_worship,uniting,Oxley Uniting Church,christian,249773176,152.9745069,-27.5541009
place_of_worship,baptist,Rostrevor Baptist Church,christian,251162383,138.6910613,-34.8869157
place_of_worship,church_of_christ,Chadstone Church of Christ,christian,251295538,145.104921,-37.8818047
place_of_worship,catholic,St Mary Magdalen's Parish,christian,251295828,145.1018912,-37.8802126
place_of_worship,baptist,Chadstone Baptist Church,christian,251296278,145.0970074,-37.8766423
place_of_worship,anglican,Anglican Church,christian,255339010,153.033314,-30.3782514
place_of_worship,seventh_day_adventist,Burwood Adventist Community Church,christian,256219042,145.1135065,-37.8562216
place_of_worship,uniting,Uniting Church,christian,256638021,151.1116003,-33.6735282
place_of_worship,greek_orthodox,Oakleigh Greek Orthodox Church,christian,257871187,145.0836968,-37.8964695
place_of_worship,catholic,Sacred Heart Oakleigh Catholic,christian,258012215,145.0869499,-37.9018748
place_of_worship,anglican,St Luke's,christian,258025983,150.8038413,-34.4833317
place_of_worship,anglican,"Holy Nativity Anglican Church, Hughesdale",christian,258237029,145.0750366,-37.9024708
place_of_worship,free_presbyterian,Australian Free Church,christian,258287830,145.0835166,-37.8888365
place_of_worship,seventh_day_adventist,Hughesdale Seventh-day Adventist Church,christian,258289227,145.0760236,-37.8974251
place_of_worship,uniting,Uniting Church Coatsville,christian,258289979,145.0765043,-37.9087555
place_of_worship,anglican,St Phillips,christian,258486199,151.1106393,-33.7454465
place_of_worship,anglican,Holy Trinity Oakleigh Anglican Church,christian,259129863,145.0879738,-37.8924843
place_of_worship,anglican,Saint Simon and Saint Jude,christian,259243390,147.2378258,-43.1612859
place_of_worship,uniting,Woodbridge Uniting Church,christian,259244106,147.2384232,-43.1658496
place_of_worship,greek_orthodox,Greek Orthodox Parish of St. Andrew,christian,260716381,145.1652486,-37.8450468
place_of_worship,anglican,Saint Clemonts on the Hill,christian,261697103,153.0143536,-27.4081616
place_of_worship,uniting,Graceville Uniting Church,christian,262155430,152.9789625,-27.5205092
place_of_worship,uniting,Tecoma Uniting Church,christian,266259410,145.3456306,-37.9074074
place_of_worship,baptist,Kilsyth South Baptist Church,christian,266322182,145.3179539,-37.8389021
place_of_worship,methodist,Wesleyan Methodist Church,christian,266442145,145.2816453,-37.8670087
place_of_worship,uniting,Uniting Church Kennedy Terrace,christian,268792217,152.9948256,-27.4535436
place_of_worship,baptist,Kruger Parade Baptist Church,christian,270277101,152.875282,-27.6225108
place_of_worship,anglican,Saint Luke's Anglican Church,christian,270285705,152.8675315,-27.6153317
place_of_worship,presbyterian,Bethel Bible Presbyterian Church,christian,271047804,145.0942497,-37.8999848
place_of_worship,baptist,Orange Grove Baptist Church,christian,271125036,115.9788716,-32.0042041
place_of_worship,anglican,Christ Church,christian,275913569,150.5560732,-33.6995553
place_of_worship,brethren,Duncraig Christian Fellowship,christian,276563131,115.7658815,-31.8373038
place_of_worship,anglican,St Nicholas Church,christian,276563299,115.7767906,-31.8453462
place_of_worship,anglican,St Johns,christian,277369171,152.9897169,-27.4295129
place_of_worship,catholic,St Patrick's,christian,277660083,116.7666692,-31.8903215
place_of_worship,catholic,Our Lady of Grace,christian,277755166,115.7584346,-31.8638636
place_of_worship,uniting,St Stephen's Uniting Church,christian,278132032,115.8420141,-32.0121349
place_of_worship,lutheran,St Paul's Lutheran Church,christian,278919605,145.1239086,-37.8166942
place_of_worship,True Jesus Church,"True Jesus Church, Box Hill",christian,280431031,145.1268011,-37.8115748
place_of_worship,salvation_army,Box Hill Salvation Army,christian,280431845,145.1193166,-37.8156974
place_of_worship,anglican,St Mark's Anglican Church,christian,280703993,150.8792563,-34.4263599
place_of_worship,church_of_christ,Scarborough Church of Christ,christian,281224536,115.7879394,-31.8819044
place_of_worship,uniting,St. Augustine Church,christian,282464497,138.607936,-34.9513243
place_of_worship,lutheran,Bethlehem Lutheran Church,christian,283084563,138.6069606,-34.926572
place_of_worship,anglican,Church of the Ascension,christian,283596696,145.7232637,-38.6338554
place_of_worship,presbyterian,St Pauls Presbyterian Church,christian,289380833,153.0275419,-27.4606869
place_of_worship,shia,Imam Hasan Centre Canberra,muslim,291548764,149.0720245,-35.3847749
place_of_worship,uniting,Uniting Church,christian,291685916,151.1528023,-34.0841452
place_of_worship,catholic,Catholic Church,christian,291686102,151.1476524,-34.0843584
place_of_worship,baptist,Rosalie Baptist Church,christian,293657123,152.9964341,-27.4629921
place_of_worship,presbyterian,Ithaca Presbyterian Church,christian,293657136,153.001716,-27.4568868
place_of_worship,catholic,Dajarra Catholic Church,christian,294048178,139.515089,-21.6941451
place_of_worship,catholic,St Thomas the Apostle,christian,298607008,145.157197,-37.8233628
place_of_worship,uniting,Saint Paul's Uniting Church,christian,300485553,153.01737,-27.40625
place_of_worship,roman_catholic,Holy Cross Church,christian,301107219,151.3759026,-33.4884139
place_of_worship,orthodox,St John's Greek Orthodox Church,christian,302456201,144.9702271,-37.7825346
place_of_worship,catholic,Sacred Heart Catholic Church,christian,302755132,144.9807088,-37.8634405
place_of_worship,catholic,Our Lady of Dolours Catholic Church,christian,304150131,144.9704701,-37.8579117
place_of_worship,catholic,St Thomas Aquinas' Church,christian,304157251,144.9773055,-37.8352791
place_of_worship,anglican,St Andrew's Anglican Church,christian,305089874,144.9926763,-37.9115931
place_of_worship,catholic,St Joseph's,christian,305109515,153.0331649,-27.4829568
place_of_worship,orthodox,Holy Trinity Ukrainian Orthodox Church,christian,305537113,144.9711392,-37.7920273
place_of_worship,anglican,St Mary's Anglican Church,christian,305874032,145.0127158,-37.8782688
place_of_worship,baptist,Fellowship Baptist Church,christian,307562187,152.9990222,-27.4077803
place_of_worship,anglican,Saint Oswald's,christian,307969114,151.1394535,-33.8801307
place_of_worship,anglican,Saint Alban's,christian,307970248,151.1294199,-33.8670826
place_of_worship,catholic,Saint Paul's Catholic Church,christian,308714395,116.8467291,-20.7370329
place_of_worship,baptist,Karratha Baptist Church,christian,308868671,116.8212433,-20.7389723
place_of_worship,roman_catholic,St Leonard's Catholic Church,christian,308993019,145.1641949,-37.8867647
place_of_worship,salvation_army,Salvation Army,christian,310384946,153.01364,-27.41548
place_of_worship,uniting,St Margaret's Uniting Church,christian,310517982,145.3126873,-37.787749
place_of_worship,anglican,St Francis in the Fields Anglican Church,christian,310518122,145.3129534,-37.7883323
place_of_worship,catholic,Basilica of Our Lady of Victories,christian,312678800,145.0565798,-37.8337813
place_of_worship,uniting,St Luke's Uniting Church,christian,313876269,153.0733895,-27.4320344
place_of_worship,baptist,Knightsbridge Baptist Church,christian,314933679,138.6594808,-34.9324016
place_of_worship,uniting,Ewing Memorial Uniting Church,christian,315181593,145.0486556,-37.8721859
place_of_worship,presbyterian,Norwood Presbyterian Church,christian,315262468,138.631018,-34.9211066
place_of_worship,anglican,St Matthew's Church,christian,315304915,138.6445793,-34.9270497
place_of_worship,mormon,The Church of Jesus Christ of Latter-day Saints,christian,315992632,152.97951,-27.42
place_of_worship,anglican,Holy Trinity,christian,316021212,151.1450941,-33.902826
place_of_worship,catholic,St John Vianney's Church,christian,316086756,138.6607312,-34.9411728
place_of_worship,seventh_day_adventist,Seventh Day Adventist Church,christian,316374525,145.0082703,-37.8528487
place_of_worship,pentecostal,Manningham Christian Centre,christian,316375004,145.1278889,-37.7575471
place_of_worship,uniting,The Gap Uniting Church,christian,317112832,152.9477787,-27.4448383
place_of_worship,anglican,Saint Marks Anglican Church,christian,317112839,152.9461052,-27.4434246
place_of_worship,roman_catholic,Our Lady of Mount Carmel,christian,317653949,153.062067,-27.5033693
place_of_worship,anglican,St Augustine's Anglican Church,christian,317680150,145.1070621,-37.8099862
place_of_worship,catholic,St Aloyisius,christian,318296944,138.6381871,-33.8838394
place_of_worship,Christian Revival Crusade,Christian Gospel Centre,christian,319483987,138.6095399,-35.5568985
place_of_worship,anglican,All Saints,christian,320405077,152.1411021,-32.7236438
place_of_worship,presbyterian,St Andrews Church,christian,320819420,147.1376339,-41.436241
place_of_worship,baptist,Unley Park Baptist Church,christian,321374371,138.6069916,-34.9603775
place_of_worship,catholic,Saint John the Baptist Church,christian,322735617,152.9992925,-27.4196168
place_of_worship,uniting,John Flynn Memorial Chiurch,christian,322874800,133.8824088,-23.6998302
place_of_worship,uniting,Pine Rivers Uniting Church,christian,323117667,152.9789788,-27.250887
place_of_worship,catholic,St. William's Catholic Church,christian,324922049,152.9625713,-27.408117
place_of_worship,orthodox,Greek Orthodox Church of St. George,christian,328431290,145.0016281,-37.7611724
place_of_worship,catholic,Holy Family Catholic Church,christian,333038606,151.1659213,-33.7737173
place_of_worship,baptist,Baptist Church,christian,336110445,151.1253612,-33.8902798
place_of_worship,anglican,Christ Church Sofala,christian,337437039,149.6947509,-33.0812389
place_of_worship,anglican,St Stephen's Anglican Church,christian,339054774,144.9994918,-37.8985735
place_of_worship,united_reformed,St Luke's Hungarian Reformed Church,christian,339090884,144.980232,-37.7871014
place_of_worship,anglican,"All Saints Anglican Church, Clayton",christian,339938496,145.1214216,-37.9194393
place_of_worship,catholic,Everton Park Catholic Church,christian,340148323,152.98823,-27.40102
place_of_worship,seventh_day_adventist,Nunawading Seventh-day Adventist Church,christian,342858054,145.169316,-37.824559
place_of_worship,anglican,St Lukes Anglican Church,christian,343654834,152.726136,-26.5949192
place_of_worship,anglican,Christ Church Anglican Church,christian,344620461,144.9861373,-37.8385372
place_of_worship,catholic,St Josephs,christian,345098761,151.2202148,-33.8340917
place_of_worship,anglican,St. James' Anglican Church,christian,345143402,145.0459493,-37.7663506
place_of_worship,united_reformed,Ivanhoe Uniting Church,christian,345145310,145.0431998,-37.7688885
place_of_worship,anglican,St. Johns,christian,346082193,151.2211841,-33.8323168
place_of_worship,presbyterian,Presbyterian Memorial Church Coorparoo,christian,347214492,153.05928,-27.50118
place_of_worship,united_reformed,St Aidan's Uniting Church,christian,347424259,145.0905368,-37.7960962
place_of_worship,presbyterian,Ebenezer Bible Presbyterian Church,christian,353136160,145.3157997,-37.8037631
place_of_worship,uniting,Wallsend Uniting Church,christian,353142696,151.6699742,-32.9047349
place_of_worship,anglican,Saint Luke,christian,353143163,151.6710697,-32.9053125
place_of_worship,presbyterian,Saint Andrews,christian,353145511,151.6696715,-32.9024116
place_of_worship,roman_catholic,St Stephen's,christian,353453946,152.1594575,-32.6677899
place_of_worship,community_church,Canterbury Gardens Community Church,christian,354838761,145.3050191,-37.8277535
place_of_worship,baptist,Stafford Heights Baptist Church,christian,355185584,153.0108724,-27.3923396
place_of_worship,uniting,Byng Church,christian,356503410,149.2545653,-33.3496552
place_of_worship,catholic,Saint Bernadettes,christian,358120173,150.9264408,-33.7615206
place_of_worship,catholic,Christ The King,christian,359803499,115.761868,-32.0679089
place_of_worship,anglican,Saint Paul's Anglican Church,christian,360082850,153.044676,-27.48559
place_of_worship,baptist,Coorparoo Baptist Church,christian,360087237,153.059799,-27.4868875
place_of_worship,uniting,Norman Park Uniting Church,christian,360096050,153.0643459,-27.4839096
place_of_worship,church_of_christ,Camp Hill Church of Christ,christian,360114638,153.0810236,-27.495724
place_of_worship,catholic,Saint Agatha's Catholic Church,christian,360293356,153.0545106,-27.4267289
place_of_worship,anglican,The Church of the Resurrection,christian,361073044,153.0038076,-27.3522759
place_of_worship,catholic,Saint Kevin's Catholic Church,christian,361111511,151.6658172,-32.942607
place_of_worship,seventh_day_adventist,Newcastle Polish and International,christian,361759815,151.661464,-32.9069357
place_of_worship,presbyterian,Korean Presbyterian Church,christian,364015894,153.0944914,-27.616072
place_of_worship,catholic,Worsley Church,christian,364678132,116.0077664,-33.3052412
place_of_worship,seventh_day_adventist,Seventh Day Adventist Church,christian,364859724,153.0372277,-27.4969932
place_of_worship,catholic,St Lukes,christian,364859769,153.0382528,-27.4941299
place_of_worship,catholic,St Mary's,christian,365211234,151.6488932,-32.976209
place_of_worship,catholic,Sacred Heart Church,christian,366083004,144.9691908,-37.8028472
place_of_worship,catholic,Our Lady of Perpetual Succour,christian,366083355,153.0245741,-27.5060901
place_of_worship,lutheran,St Stephen's Lutheran Church,christian,367282363,138.6067759,-34.9280133
place_of_worship,anglican,St Peters,christian,369332530,149.563869,-33.6911128
place_of_worship,roman_catholic,St. Joseph's,christian,369912338,152.1222883,-27.546416
place_of_worship,salvation_army,Salvation Army Carlton,christian,370231451,144.9690618,-37.7982396
place_of_worship,catholic,St Thomas More,christian,370543698,115.0699283,-33.9532603
place_of_worship,anglican,Holy Trinity Anglican Church,christian,370747013,144.9833403,-37.814126
place_of_worship,seventh_day_adventist,Seventh Day Adventist Church,christian,370967852,152.9751226,-27.4091845
place_of_worship,anglican,Church of St John the Evangelist,christian,373066254,149.632791,-33.3109487
place_of_worship,catholic,Saint Michael's,christian,373555425,152.1377233,-32.7220791
place_of_worship,baptist,Coburg Baptist Church,christian,375734448,144.9659933,-37.7470013
place_of_worship,anglican,Holy Trinity Anglican Church,christian,375735576,144.9673938,-37.739905
place_of_worship,catholic,St Paul's Catholic Church,christian,375736514,144.9677916,-37.7382995
place_of_worship,orthodox,The Dormition of Our Lady Greek Orthodox Church,christian,377884427,144.8551298,-37.8371674
place_of_worship,anglican,All Saints Gostwyck,christian,378710902,151.5849052,-30.6950513
place_of_worship,orthodox,St. Eustathios Church,christian,380063234,144.9613829,-37.8330335
place_of_worship,anglican,Saint Peters (Anglican),christian,380483474,147.3694239,-42.2964982
place_of_worship,uniting,Campbell Memorial Church,christian,380483475,147.3661817,-42.3030797
place_of_worship,presbyterian,St Paul's Presbyterian Church,christian,384214117,149.4148001,-33.0348063
place_of_worship,catholic,Our Lady Help of Christians,christian,389631251,153.0667321,-27.422116
place_of_worship,anglican,St Michael and All Angels,christian,391732467,152.8784173,-27.5687326
place_of_worship,catholic,Sacred Heart Catholic Church,christian,393786158,150.0582341,-33.4164237
place_of_worship,uniting,Hoskins Uniting Church,christian,395335733,150.1619324,-33.4814246
place_of_worship,united_reformed,Burwood Uniting Church,christian,397154132,145.0952064,-37.8509597
place_of_worship,uniting,Megalong Valley Uniting Church,christian,400905559,150.2314794,-33.7155525
place_of_worship,baptist,St Luke's Baptist Community,christian,402497896,145.0006124,-37.8013697
place_of_worship,church_of_christ,Dalby Church of Christ,christian,403798344,151.2516524,-27.1849401
place_of_worship,anglican,Holy Trinity,christian,403816196,150.3709213,-33.714458
place_of_worship,anglican,Christ The Redeemer,christian,405082082,152.7690167,-31.6321841
place_of_worship,uniting,Gladstone Uniting Church,christian,408275118,152.9451629,-31.0274075
place_of_worship,anglican,Christ Church,christian,408334330,153.0463572,-31.0521246
place_of_worship,assemblies_of_god,Nambucca Valley Christian Life Centre,christian,410044829,152.9729148,-30.6789165
place_of_worship,evangelical,Riverview Church,christian,411661943,115.893528,-31.966427799999998
place_of_worship,presbyterian,St James,christian,412409573,149.7174408,-31.8256381
place_of_worship,anglican,Holy Trinity Anglican Church,christian,412648439,152.9562364,-27.5668861
place_of_worship,baptist,Canon Hill Baptist Church,christian,413315369,153.0791977,-27.4723284
place_of_worship,anglican,Saint Stephens,christian,414018026,149.3929991,-33.5310432
place_of_worship,anglican,St Pauls Anglican Church,christian,414555628,151.6931999,-32.8954707
place_of_worship,lutheran,St Peters,christian,415927980,149.1072963,-33.2668153
place_of_worship,anglican,St Matthias Anglican Church,christian,420022659,144.9975351,-37.8097936
place_of_worship,baptist,North-East Baptist Church,christian,421009845,153.0588908,-27.4024404
place_of_worship,presbyterian,Presbyterian Church of St Andrew,christian,428472732,151.1269495,-33.8299653
place_of_worship,catholic,Saint James,christian,430545327,153.0518955,-27.4991961
place_of_worship,lutheran,Dutton Lutheran Church,christian,431501626,139.1425007,-34.3603149
place_of_worship,catholic,Ukrainian Catholic Church of Our Lady of Protection,christian,433482157,153.0378186,-27.4909842
place_of_worship,anglican,Penshurst Anglican Church,christian,434836808,151.0928176,-33.9642323
place_of_worship,lutheran,St Stephen's Lutheran Church,christian,437214252,139.1870965,-33.9853124
place_of_worship,uniting,Five Ways Uniting Church,christian,439387843,149.1060075,-33.2851377
place_of_worship,lutheran,Saint Paul's Lutheran Church,christian,439993785,153.0627621,-27.4040465
place_of_worship,roman_catholic,St. Peter,christian,440459165,145.1207004,-37.9225489
place_of_worship,roman_catholic,St. Benedict's,christian,440555705,145.0962242,-37.8485321
place_of_worship,greek_orthodox,Greek Orthodox Parish of Saint Paraskevi,christian,440727868,153.0474631,-27.3484065
place_of_worship,christadelphian,Kedron Brook Christadelphian,christian,441011993,153.0155778,-27.3866136
place_of_worship,catholic,Saint Gerard's Catholic Church,christian,441012085,153.0123122,-27.3805126
place_of_worship,roman_catholic,St. Thomas More Church,christian,443198511,145.3530264,-37.9079887
place_of_worship,uniting,Kenmore Uniting Church,christian,443268335,152.9448239,-27.5101471
place_of_worship,anglican,Holy Spirit Anglican Church,christian,443268338,152.9420798,-27.5100815
place_of_worship,roman_catholic,Our Lady of Victories Church,christian,445346971,151.6947133,-32.8883362
place_of_worship,presbyterian,Clifton Hill Presbyterian Church,christian,448150399,144.9906344,-37.7875013
place_of_worship,anglican,St Johns Park Anglican Church,christian,448610158,150.8994403,-33.8883258
place_of_worship,anglican,St James Anglican Church,christian,452334305,138.5669844,-34.9246808
place_of_worship,catholic,Saint Columba's,christian,452918828,153.0179846,-27.4292514
place_of_worship,mormon,Church of Jesus Christ,christian,454156837,151.023222,-33.8048342
place_of_worship,anglican,Church of the Resurrection,christian,454357322,144.5807655,-37.4211483
place_of_worship,catholic,Sacred Heart Parish,christian,455754904,145.2724545,-37.797673
place_of_worship,anglican,Anglican Church of Morningside,christian,456844607,153.0745819,-27.4664235
place_of_worship,uniting,Uniting Church Morningside,christian,456850258,153.0704974,-27.4680899
place_of_worship,anglican,St Edmunds Anglican Church,christian,457308866,149.2669146,-34.7798179
place_of_worship,uniting,Gunning Uniting Church,christian,457308867,149.2653381,-34.7807496
place_of_worship,reformed,Wamberal CRCA,christian,460201815,151.4509338,-33.4096517
place_of_worship,catholic,Mary McKillop Grave,christian,461114871,151.2049843,-33.8386869
place_of_worship,seventh_day_adventist,Seventh Day Adventist Church,christian,461691048,146.8864729,-36.1266364
place_of_worship,anglican,St. Philip's,christian,462049588,149.1213004,-35.2627555
place_of_worship,catholic,St Mary's Catholic Church,christian,462099248,143.5579244,-35.3451008
place_of_worship,catholic,St Peter Chanel,christian,466943114,153.5354611,-27.4266031
place_of_worship,salvation_army,The Salvation Army Nambour,christian,467005461,152.9605458,-26.6287566
place_of_worship,anglican,St John Baptist Anglican Church,christian,467005477,152.9595834,-26.6300921
place_of_worship,anglican,St Hilary's,christian,467025274,145.0524392,-37.8114359
place_of_worship,Christian City Church,Bayside Church,christian,469168613,145.0748507,-37.9600486
place_of_worship,lutheran,LifeWay Lutheran Church,christian,470360527,151.7394314,-32.9249698
place_of_worship,anglican,St Matthew's,christian,471915744,148.7518619,-32.929593
place_of_worship,anglican,St Matthew's,christian,472598810,145.0926343,-37.8652092
place_of_worship,anglican,St Barnabas Anglican Church,christian,474304139,149.1596129,-34.4356308
place_of_worship,uniting,Moggill Uniting Church,christian,474982799,152.8751258,-27.5694892
place_of_worship,baptist,Baptist Church,christian,475485896,150.789639,-34.5037805
place_of_worship,uniting,Uniting Church Dapto,christian,476008869,150.7930773,-34.4949899
place_of_worship,mormon,The Church of Jesus Christ of Latter-day Saints,christian,476349290,147.3627913,-42.8631692
place_of_worship,seventh_day_adventist,Seventh Day Adventist,christian,476349293,147.362499,-42.8668478
place_of_worship,methodist,Methodist Church,christian,477165811,151.5581509,-32.7347831
place_of_worship,uniting,Karana Downs Uniting Church,christian,478555821,152.8304518,-27.5162765
place_of_worship,catholic,Marianist Monastery,christian,482805056,144.4825971,-37.6828166
place_of_worship,orthodox,Greek Free Church,christian,488896659,144.9557874,-37.8041462
place_of_worship,anglican,Anglican Parish of Central Goulburn,christian,489359420,145.1365376,-37.0261666
place_of_worship,presbyterian,Presbyterian Church,christian,489359421,145.1357597,-37.0260681
